,,Unemployment Rate (percent),,,,,,,,,,
18031,"Decatur County, IN",11.6,9.8,8.1,6.7,4.9,4.1,3.6,2.9,3.0,"$57,441",103.1%
18033,"DeKalb County, IN",11.9,9.7,8.3,7.2,5.2,4.1,3.9,2.9,2.8,"$58,987",105.9%
18035,"Delaware County, IN",11.6,10.2,9.4,8.6,7.0,5.7,5.1,4.3,4.0,"$43,096",77.3%
18037,"Dubois County, IN",7.5,6.1,5.7,5.3,4.1,3.4,3.1,2.6,2.5,"$62,126",111.5%
18039,"Elkhart County, IN",13.3,10.8,8.9,7.2,5.1,3.9,3.5,2.5,2.6,"$59,251",106.3%
18041,"Fayette County, IN",14.6,12.6,11.1,10.3,7.8,6.6,5.7,5.1,4.6,"$47,737",85.7%
18043,"Floyd County, IN",8.9,8.0,7.1,6.3,5.1,4.3,4.1,3.4,3.3,"$64,992",116.6%
18045,"Fountain County, IN",11.8,9.6,8.4,9.8,7.0,5.9,5.8,4.0,3.6,"$53,493",96.0%
18047,"Franklin County, IN",11.5,10.0,9.5,8.7,6.5,5.1,4.3,3.6,3.7,"$62,251",111.7%
18049,"Fulton County, IN",11.4,9.2,8.4,8.3,6.3,4.8,4.7,3.5,3.4,"$52,798",94.7%
18051,"Gibson County, IN",8.0,7.3,6.8,5.9,4.5,3.8,3.6,3.0,2.7,"$56,960",102.2%
18053,"Grant County, IN",11.6,10.4,9.7,9.0,6.9,5.4,4.9,3.9,3.9,"$45,138",81.0%
18055,"Greene County, IN",10.7,10.4,10.5,10.2,7.9,6.9,6.5,4.8,4.4,"$46,835",84.0%
18057,"Hamilton County, IN",6.7,5.8,5.3,5.0,4.1,3.4,3.2,2.8,2.7,"$101,740",182.6%
18059,"Hancock County, IN",9.3,8.2,7.3,6.6,5.2,4.2,3.8,3.0,3.0,"$73,831",132.5%
18061,"Harrison County, IN",9.9,8.9,7.7,7.0,5.6,4.6,4.2,3.5,3.5,"$60,379",108.4%
18063,"Hendricks County, IN",7.9,7.0,6.3,5.8,4.6,3.8,3.5,2.9,2.9,"$80,834",145.1%
18065,"Henry County, IN",13.9,11.5,10.1,8.8,6.8,5.3,4.6,3.7,3.5,"$50,183",90.1%
18067,"Howard County, IN",12.6,10.4,9.1,8.1,6.3,5.0,4.6,3.8,4.1,"$55,365",99.4%
18069,"Huntington County, IN",11.9,9.8,8.8,7.7,5.8,4.4,4.0,3.6,3.6,"$53,809",96.6%
18071,"Jackson County, IN",10.5,8.7,7.5,6.5,5.0,4.0,3.7,3.0,2.8,"$55,518",99.6%
18073,"Jasper County, IN",10.4,9.1,8.1,7.7,6.7,5.8,5.3,4.3,3.9,"$66,720",119.7%
18075,"Jay County, IN",10.7,9.0,7.9,7.7,5.8,5.0,4.5,3.5,3.3,"$48,392",86.8%
18077,"Jefferson County, IN",11.3,9.8,8.5,7.9,6.1,4.8,4.7,3.7,3.4,"$51,031",91.6%
18079,"Jennings County, IN",12.9,11.5,10.3,9.2,6.7,5.1,4.7,3.8,3.6,"$51,560",92.5%
18081,"Johnson County, IN",8.8,7.7,7.0,6.2,5.0,4.1,3.6,3.0,2.9,"$69,880",125.4%
18083,"Knox County, IN",8.2,7.4,7.1,6.7,5.2,4.6,4.4,3.4,3.3,"$48,606",87.2%
18085,"Kosciusko County, IN",11.0,8.9,7.7,6.6,4.9,4.1,3.7,2.7,2.6,"$57,367",102.9%
18087,"LaGrange County, IN",12.0,9.0,7.1,5.9,4.5,3.7,3.4,2.6,2.5,"$67,498",121.1%
18089,"Lake County, IN",10.8,9.6,9.1,9.1,7.9,6.8,6.3,5.1,4.9,"$55,280",99.2%
18091,"LaPorte County, IN",12.0,10.4,9.8,9.3,7.6,6.3,5.9,4.5,4.4,"$52,095",93.5%
18093,"Lawrence County, IN",12.7,11.6,11.0,10.1,8.1,6.6,5.7,4.4,3.8,"$53,187",95.4%
18095,"Madison County, IN",12.1,10.9,10.0,9.3,7.1,5.7,5.0,4.0,3.9,"$49,522",88.9%
18097,"Marion County, IN",10.5,9.9,9.2,8.5,6.5,5.1,4.5,3.6,3.5,"$48,409",86.9%
18099,"Marshall County, IN",11.3,9.5,8.2,7.4,5.5,4.2,3.7,3.1,3.2,"$55,766",100.1%
18101,"Martin County, IN",7.5,7.5,7.1,6.3,5.4,4.2,4.1,3.0,2.7,"$55,444",99.5%
18103,"Miami County, IN",12.5,10.4,9.7,8.7,6.6,5.2,4.7,3.9,4.0,"$47,624",85.5%
18105,"Monroe County, IN",7.9,7.5,7.3,6.8,5.7,4.9,4.6,3.7,3.6,"$48,883",87.7%
18107,"Montgomery County, IN",10.2,8.9,8.2,7.2,5.4,4.0,3.8,3.1,3.0,"$53,700",96.4%
18109,"Morgan County, IN",10.4,9.4,8.4,7.6,5.8,4.7,4.2,3.5,3.4,"$66,151",118.7%
18111,"Newton County, IN",11.3,9.9,9.6,9.0,7.0,5.8,5.6,4.8,4.3,"$53,060",95.2%
18113,"Noble County, IN",13.2,10.1,8.6,7.3,5.2,4.3,4.1,3.1,2.9,"$61,341",110.1%
18115,"Ohio County, IN",11.1,9.5,8.9,8.3,6.9,5.5,4.9,3.6,3.5,"$58,022",104.1%
18117,"Orange County, IN",12.8,11.8,10.8,9.9,7.7,6.0,5.1,4.0,3.9,"$44,968",80.7%
18119,"Owen County, IN",11.5,11.2,10.8,10.1,8.1,6.3,5.6,4.4,4.4,"$49,731",89.2%
18121,"Parke County, IN",10.9,10.5,10.2,9.2,7.0,5.7,5.2,4.0,4.0,"$49,639",89.1%
18123,"Perry County, IN",10.6,9.1,8.4,7.8,5.8,4.7,4.6,3.8,3.7,"$52,332",93.9%
18125,"Pike County, IN",9.5,7.8,7.4,6.8,5.1,4.4,4.3,3.4,3.5,"$54,265",97.4%
18127,"Porter County, IN",9.5,8.2,7.6,7.2,6.2,5.4,5.1,4.1,3.8,"$69,298",124.4%
18129,"Posey County, IN",7.8,6.9,6.8,6.3,4.8,4.0,3.9,3.0,2.8,"$68,162",122.3%
18131,"Pulaski County, IN",10.0,8.1,7.4,7.0,5.4,4.5,4.5,3.5,3.1,"$49,730",89.2%
18133,"Putnam County, IN",11.6,10.8,9.9,8.7,6.6,5.1,4.5,3.7,3.8,"$54,718",98.2%
18135,"Randolph County, IN",11.8,10.4,9.6,8.7,6.4,5.0,4.5,4.2,3.9,"$46,441",83.3%
18137,"Ripley County, IN",11.2,9.5,9.0,8.6,6.6,5.4,4.6,3.6,3.6,"$57,436",103.1%
18139,"Rush County, IN",11.1,9.5,8.5,7.4,5.6,4.3,3.8,3.1,2.9,"$53,271",95.6%
18141,"St. Joseph County, IN",11.6,10.1,9.5,8.7,6.5,5.0,4.5,3.6,3.6,"$54,674",98.1%
18143,"Scott County, IN",13.2,11.9,10.3,8.9,6.8,5.5,4.8,3.8,3.9,"$44,913",80.6%
18145,"Shelby County, IN",11.0,9.5,8.4,7.3,5.7,4.5,4.0,3.4,3.1,"$57,193",102.6%
18147,"Spencer County, IN",8.8,7.7,7.2,6.7,5.1,4.1,4.1,3.4,3.3,"$56,862",102.0%
18149,"Starke County, IN",13.3,11.4,10.6,9.5,7.2,5.9,5.4,4.4,4.3,"$49,972",89.7%
18151,"Steuben County, IN",11.1,9.0,7.3,6.3,4.8,3.9,3.7,2.9,2.7,"$58,295",104.6%
18153,"Sullivan County, IN",10.1,9.3,9.3,9.1,7.2,6.2,5.9,4.4,4.7,"$47,554",85.3%
18155,"Switzerland County, IN",9.3,8.2,7.7,7.5,5.9,5.0,4.9,4.0,3.9,"$47,713",85.6%
18157,"Tippecanoe County, IN",8.9,7.5,7.0,6.6,5.0,4.2,4.1,3.2,3.2,"$52,269",93.8%
18159,"Tipton County, IN",10.3,9.0,7.8,6.7,5.2,4.0,3.8,3.1,2.8,"$60,896",109.3%
18161,"Union County, IN",10.3,8.8,8.1,7.2,5.6,4.5,4.0,3.1,3.1,"$50,300",90.3%
18163,"Vanderburgh County, IN",8.9,8.0,7.7,7.1,5.4,4.3,4.1,3.3,3.2,"$50,500",90.6%
18165,"Vermillion County, IN",12.9,11.7,11.4,10.7,8.6,7.1,6.6,5.4,5.5,"$49,287",88.4%
18167,"Vigo County, IN",11.2,10.3,9.9,9.4,7.6,6.1,5.4,4.2,4.4,"$48,335",86.7%
18169,"Wabash County, IN",11.4,9.6,8.5,7.6,5.6,4.8,4.3,3.5,3.5,"$51,487",92.4%
18171,"Warren County, IN",10.5,8.1,7.4,8.8,6.1,5.0,4.8,3.4,3.2,"$60,596",108.7%
18173,"Warrick County, IN",8.0,7.1,6.8,6.3,4.9,4.1,4.0,3.2,2.9,"$75,534",135.5%
18175,"Washington County, IN",12.2,10.6,9.4,8.7,6.7,5.2,4.6,3.7,3.5,"$44,534",79.9%
18177,"Wayne County, IN",12.8,11.1,9.9,8.7,6.5,5.3,4.8,3.8,3.6,"$45,130",81.0%
18179,"Wells County, IN",9.8,8.2,7.2,6.3,4.8,3.9,3.6,3.0,2.8,"$60,010",107.7%
18181,"White County, IN",10.5,8.7,7.8,6.9,5.1,4.1,4.0,3.3,3.1,"$58,380",104.8%
18183,"Whitley County, IN",11.5,9.3,8.0,7.0,5.2,4.1,3.9,2.9,2.9,"$67,758",121.6%
,,,,,,,,,,,,
"Sources: Bureau of Labor Statistics, Local Area Unemployment Statistics (LAUS) data.

Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program



",,,,,,,,,,,,
