,,Unemployment Rate (percent),,,,,,,,,,
26127,"Oceana County, MI",16.2,14.0,12.6,12.4,10.0,8.0,7.3,7.0,6.1,"$50,374",88.9%
26129,"Ogemaw County, MI",14.5,12.8,11.4,11.8,9.8,7.9,7.8,7.6,7.0,"$41,201",72.7%
26131,"Ontonagon County, MI",16.7,16.2,13.4,13.8,11.4,9.4,8.5,8.7,7.8,"$40,798",72.0%
26133,"Osceola County, MI",13.6,11.4,10.0,10.0,8.5,6.5,5.7,5.9,4.4,"$45,607",80.5%
26135,"Oscoda County, MI",19.6,17.8,15.6,15.6,11.8,8.7,7.3,7.3,6.4,"$38,927",68.7%
26137,"Otsego County, MI",14.2,12.2,10.7,10.4,8.1,6.1,5.9,6.0,5.2,"$51,292",90.6%
26139,"Ottawa County, MI",10.3,8.0,6.6,6.1,4.8,3.6,3.4,3.2,2.8,"$70,420",124.3%
26141,"Presque Isle County, MI",17.4,16.1,14.5,14.7,12.8,10.2,9.5,9.2,8.0,"$45,502",80.3%
26143,"Roscommon County, MI",16.6,14.8,13.4,13.9,11.5,9.1,8.4,8.8,7.8,"$38,613",68.2%
26145,"Saginaw County, MI",12.2,10.2,9.2,9.0,7.5,5.7,5.3,5.4,4.8,"$48,805",86.2%
26147,"St. Clair County, MI",16.4,13.1,11.8,11.5,9.6,6.8,6.1,5.1,4.7,"$56,557",99.9%
26149,"St. Joseph County, MI",12.5,10.9,8.9,7.8,5.8,4.5,4.1,4.2,3.7,"$52,689",93.0%
26151,"Sanilac County, MI",15.4,12.2,10.5,10.5,8.5,6.5,6.2,5.8,5.1,"$46,184",81.5%
26153,"Schoolcraft County, MI",13.6,13.3,12.6,12.8,11.0,10.9,9.1,8.3,7.1,"$44,887",79.2%
26155,"Shiawassee County, MI",12.9,10.7,9.6,9.4,7.5,5.7,5.3,5.1,4.3,"$54,149",95.6%
26157,"Tuscola County, MI",14.7,12.0,10.6,10.5,8.6,6.7,6.3,6.2,5.5,"$51,113",90.2%
26159,"Van Buren County, MI",13.5,11.5,10.5,10.1,8.1,6.3,5.7,5.6,4.8,"$57,363",101.3%
26161,"Washtenaw County, MI",8.1,6.8,6.0,5.8,4.9,3.7,3.7,3.5,3.0,"$72,267",127.6%
26163,"Wayne County, MI",15.5,12.9,11.7,11.5,9.6,6.9,6.3,5.6,5.2,"$46,440",82.0%
26165,"Wexford County, MI",14.4,12.2,11.0,11.1,8.6,6.8,5.8,5.5,4.7,"$46,396",81.9%
,,,,,,,,,,,,
"Sources: Bureau of Labor Statistics, Local Area Unemployment Statistics (LAUS) data.

Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program



",,,,,,,,,,,,
