,,Unemployment Rate (percent),,,,,,,,,,
06085,"Santa Clara County, CA",10.4,9.3,7.9,6.5,5.2,4.1,3.8,3.2,2.6,"$125,933",167.4%
06087,"Santa Cruz County, CA",13.3,13.1,11.8,10.3,8.7,7.5,7.0,5.7,4.9,"$84,213",111.9%
06089,"Shasta County, CA",16.8,15.9,14.2,11.8,9.6,7.8,7.0,5.8,4.9,"$53,908",71.6%
06091,"Sierra County, CA",15.3,14.9,14.4,12.7,10.1,8.7,7.6,6.5,6.0,"$52,308",69.5%
06093,"Siskiyou County, CA",16.8,17.0,15.6,13.1,11.1,9.4,8.5,7.2,6.7,"$47,560",63.2%
06095,"Solano County, CA",12.6,12.2,10.7,9.1,7.5,6.1,5.5,4.8,3.9,"$82,808",110.0%
06097,"Sonoma County, CA",10.8,10.2,8.9,7.1,5.6,4.5,4.0,3.4,2.7,"$81,002",107.6%
06099,"Stanislaus County, CA",16.9,16.5,14.9,12.9,11.2,9.5,8.6,7.5,6.4,"$59,616",79.2%
06101,"Sutter County, CA",18.4,18.2,16.8,14.6,12.6,10.7,9.7,8.7,7.5,"$57,879",76.9%
06103,"Tehama County, CA",15.4,15.0,13.7,11.6,9.6,7.9,7.1,6.4,5.7,"$47,572",63.2%
06105,"Trinity County, CA",17.0,16.7,14.6,11.9,9.4,7.8,7.1,6.2,5.7,"$40,680",54.1%
06107,"Tulare County, CA",17.2,17.1,16.2,14.4,13.1,11.6,11.2,10.4,9.6,"$48,763",64.8%
06109,"Tuolumne County, CA",15.2,14.5,13.0,10.8,8.6,7.0,6.2,5.4,4.6,"$56,500",75.1%
06111,"Ventura County, CA",10.8,10.2,9.1,7.9,6.6,5.6,5.2,4.5,3.8,"$84,170",111.9%
06113,"Yolo County, CA",12.1,11.8,10.6,9.0,7.5,6.5,5.9,5.1,4.2,"$67,804",90.1%
06115,"Yuba County, CA",17.8,17.0,15.4,13.2,11.2,9.3,8.6,7.4,6.4,"$47,504",63.1%
,,,,,,,,,,,,
"Sources: Bureau of Labor Statistics, Local Area Unemployment Statistics (LAUS) data.

Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program



",,,,,,,,,,,,
