,,Unemployment Rate (percent),,,,,,,,,,
13081,"Crisp County, GA",14.2,13.9,12.5,11.2,8.8,6.8,6.0,5.1,4.9,"$36,096",61.6%
13083,"Dade County, GA",8.7,8.0,7.6,7.1,6.3,5.5,5.0,4.3,3.6,"$48,779",83.2%
13085,"Dawson County, GA",10.9,10.1,8.6,7.4,6.1,5.1,4.7,3.8,3.3,"$68,835",117.4%
13087,"Decatur County, GA",12.4,12.0,10.1,9.5,8.1,6.8,6.6,5.5,4.7,"$38,441",65.6%
13089,"DeKalb County, GA",10.8,10.5,9.4,8.4,7.2,6.0,5.4,4.8,4.0,"$63,477",108.3%
13091,"Dodge County, GA",13.0,12.3,11.5,11.4,9.7,8.4,7.2,6.2,5.2,"$35,636",60.8%
13093,"Dooly County, GA",11.6,13.1,11.5,11.5,9.6,7.5,5.8,5.0,4.6,"$37,278",63.6%
13095,"Dougherty County, GA",12.6,12.2,11.3,10.3,9.2,7.7,6.8,6.0,5.1,"$38,806",66.2%
13097,"Douglas County, GA",11.2,10.9,9.6,8.6,7.4,6.3,5.5,4.9,4.1,"$60,512",103.2%
13099,"Early County, GA",11.7,11.5,10.2,9.1,8.9,6.9,6.8,5.4,4.6,"$34,984",59.7%
13101,"Echols County, GA",8.2,8.1,7.4,6.3,5.8,4.7,4.3,3.9,3.2,"$38,667",65.9%
13103,"Effingham County, GA",9.6,9.3,8.4,7.2,6.2,5.1,4.8,4.0,3.3,"$65,793",112.2%
13105,"Elbert County, GA",14.9,16.1,12.6,10.8,8.6,7.4,6.5,5.2,4.8,"$39,681",67.7%
13107,"Emanuel County, GA",12.9,13.3,12.4,12.5,10.4,8.8,7.7,6.6,5.9,"$37,574",64.1%
13109,"Evans County, GA",9.1,9.1,8.6,7.6,6.4,5.6,4.9,4.3,3.7,"$37,319",63.6%
13111,"Fannin County, GA",11.7,11.3,10.2,9.0,7.6,6.2,5.3,4.7,3.9,"$43,439",74.1%
13113,"Fayette County, GA",8.2,8.0,7.6,6.7,6.1,5.2,4.7,4.0,3.5,"$95,021",162.1%
13115,"Floyd County, GA",11.8,12.1,10.9,9.5,7.9,6.7,6.0,5.2,4.3,"$44,906",76.6%
13117,"Forsyth County, GA",8.0,7.4,6.6,5.9,5.2,4.5,4.2,3.7,3.1,"$105,921",180.6%
13119,"Franklin County, GA",12.7,12.2,11.3,9.8,8.1,6.3,5.2,4.7,3.8,"$42,904",73.2%
13121,"Fulton County, GA",10.5,10.2,9.1,8.1,7.0,6.0,5.4,4.8,4.0,"$70,808",120.8%
13123,"Gilmer County, GA",11.3,11.8,10.6,9.0,7.2,6.0,5.7,5.0,4.2,"$47,757",81.4%
13125,"Glascock County, GA",11.0,10.6,9.7,9.5,8.0,6.7,6.0,4.9,4.2,"$42,820",73.0%
13127,"Glynn County, GA",10.0,10.4,9.5,8.5,7.4,6.1,5.3,4.7,3.7,"$53,906",91.9%
13129,"Gordon County, GA",12.7,11.7,9.8,8.9,7.3,5.9,5.6,4.6,3.8,"$49,101",83.7%
13131,"Grady County, GA",10.5,9.5,8.6,7.7,7.3,6.0,5.4,4.8,3.9,"$41,002",69.9%
13133,"Greene County, GA",13.2,12.3,11.1,9.9,8.2,6.6,6.0,5.1,4.2,"$54,016",92.1%
13135,"Gwinnett County, GA",9.2,8.7,7.8,6.9,6.0,5.2,4.7,4.2,3.5,"$72,008",122.8%
13137,"Habersham County, GA",10.7,10.5,9.5,8.0,6.9,5.7,5.3,4.5,3.7,"$51,829",88.4%
13139,"Hall County, GA",9.6,8.9,7.8,6.8,5.9,4.9,4.5,3.9,3.2,"$61,631",105.1%
13141,"Hancock County, GA",22.9,19.8,17.0,14.7,11.7,9.8,8.3,7.0,6.0,"$31,716",54.1%
13143,"Haralson County, GA",12.3,11.6,10.2,9.3,7.9,6.5,5.8,4.7,3.9,"$47,662",81.3%
13145,"Harris County, GA",7.7,7.4,7.2,6.5,6.0,5.2,4.9,4.1,3.4,"$74,686",127.4%
13147,"Hart County, GA",11.5,11.2,10.3,9.2,7.5,6.2,5.3,4.4,3.6,"$47,171",80.4%
13149,"Heard County, GA",12.1,11.3,10.3,9.4,7.9,6.4,5.9,4.9,3.9,"$46,218",78.8%
13151,"Henry County, GA",10.3,10.3,9.4,8.4,7.2,6.2,5.5,4.8,4.1,"$72,970",124.4%
13153,"Houston County, GA",8.5,8.5,8.0,7.5,6.8,5.8,5.3,4.7,4.0,"$60,728",103.6%
13155,"Irwin County, GA",14.7,13.8,11.7,10.6,9.5,8.4,7.8,6.9,5.6,"$38,156",65.1%
13157,"Jackson County, GA",10.5,9.6,8.2,6.9,5.8,4.8,4.2,3.6,3.0,"$68,984",117.7%
13159,"Jasper County, GA",11.7,11.0,9.8,8.3,6.6,5.5,4.8,4.3,3.5,"$51,241",87.4%
13161,"Jeff Davis County, GA",12.8,12.6,11.5,9.9,8.1,6.7,6.3,6.0,4.9,"$37,211",63.5%
13163,"Jefferson County, GA",14.1,13.3,13.2,14.0,11.2,9.0,7.4,6.1,5.3,"$38,274",65.3%
13165,"Jenkins County, GA",15.2,14.3,13.7,12.3,9.9,8.3,7.5,6.7,5.4,"$31,419",53.6%
13167,"Johnson County, GA",10.8,11.1,10.0,9.8,8.6,7.0,6.1,5.0,4.0,"$34,849",59.4%
13169,"Jones County, GA",9.7,9.2,8.5,7.3,6.3,5.5,4.8,4.3,3.7,"$55,737",95.1%
13171,"Lamar County, GA",14.2,13.7,12.1,11.3,9.5,7.7,6.5,5.6,4.6,"$48,323",82.4%
13173,"Lanier County, GA",10.5,10.5,9.4,8.6,8.0,6.7,5.7,5.0,4.4,"$41,564",70.9%
13175,"Laurens County, GA",13.2,13.8,12.3,10.8,9.2,7.6,6.6,5.8,4.8,"$42,114",71.8%
13177,"Lee County, GA",9.0,8.5,7.7,6.9,6.2,5.3,4.7,4.1,3.6,"$66,090",112.7%
13179,"Liberty County, GA",9.0,9.3,8.9,8.5,7.6,6.3,5.8,5.1,4.3,"$47,685",81.3%
13181,"Lincoln County, GA",11.5,11.6,10.8,10.0,8.3,6.7,5.9,5.2,5.0,"$46,967",80.1%
13183,"Long County, GA",8.4,8.9,8.5,8.1,7.4,5.9,5.4,4.8,4.0,"$46,428",79.2%
13185,"Lowndes County, GA",9.6,9.9,9.1,8.0,7.2,5.9,5.3,4.6,4.1,"$41,820",71.3%
13187,"Lumpkin County, GA",10.4,9.8,8.4,7.4,6.3,5.4,4.8,4.1,3.6,"$55,583",94.8%
13189,"McDuffie County, GA",13.2,13.3,12.6,11.3,9.9,8.3,7.3,6.2,5.6,"$42,768",72.9%
13191,"McIntosh County, GA",10.6,10.6,9.8,9.0,7.8,6.5,5.8,5.0,4.0,"$42,513",72.5%
13193,"Macon County, GA",13.2,13.8,13.3,12.8,11.7,9.2,8.2,6.9,6.2,"$32,868",56.1%
13195,"Madison County, GA",10.4,10.1,8.9,7.6,6.7,5.6,4.9,4.2,3.5,"$51,338",87.6%
13197,"Marion County, GA",10.7,10.4,10.0,8.8,7.7,8.4,7.3,6.0,5.1,"$39,114",66.7%
13199,"Meriwether County, GA",13.7,13.4,12.0,10.8,9.7,8.0,6.8,5.9,5.0,"$38,886",66.3%
13201,"Miller County, GA",10.4,9.2,8.2,7.3,6.3,5.4,5.4,4.4,3.7,"$42,483",72.5%
13205,"Mitchell County, GA",10.8,10.0,8.9,8.6,7.8,6.7,6.5,6.2,5.4,"$36,788",62.7%
13207,"Monroe County, GA",10.2,9.7,8.6,8.0,6.7,5.8,5.1,4.4,3.7,"$59,362",101.2%
13209,"Montgomery County, GA",12.0,13.2,11.6,11.4,10.3,8.7,7.4,6.5,5.7,"$41,834",71.3%
13211,"Morgan County, GA",10.4,10.0,9.0,8.1,6.5,5.5,5.0,4.4,3.6,"$57,978",98.9%
13213,"Murray County, GA",13.8,13.9,12.8,11.2,9.3,7.4,7.1,6.1,5.3,"$46,810",79.8%
13215,"Muscogee County, GA",10.1,10.0,9.8,9.3,8.4,7.5,6.8,5.9,5.1,"$46,628",79.5%
13217,"Newton County, GA",12.7,12.3,11.0,9.7,8.2,6.8,6.0,5.3,4.5,"$56,598",96.5%
13219,"Oconee County, GA",7.1,7.0,6.3,5.6,5.0,4.4,4.1,3.5,3.0,"$99,497",169.7%
13221,"Oglethorpe County, GA",9.6,9.7,8.5,7.6,6.6,5.5,4.8,4.3,3.7,"$51,105",87.2%
13223,"Paulding County, GA",10.0,9.5,8.3,7.2,6.1,5.2,4.6,4.1,3.4,"$73,309",125.0%
13225,"Peach County, GA",12.1,11.8,11.1,10.7,9.4,7.9,7.0,5.8,5.1,"$46,525",79.3%
13227,"Pickens County, GA",11.0,10.5,9.1,8.0,6.6,5.3,4.8,4.2,3.5,"$65,062",111.0%
13229,"Pierce County, GA",10.4,10.7,9.5,8.5,7.4,6.2,5.3,4.5,3.8,"$44,389",75.7%
13231,"Pike County, GA",10.7,10.2,9.2,8.5,7.0,5.7,5.2,4.4,3.6,"$66,901",114.1%
13233,"Polk County, GA",12.0,11.5,10.0,8.9,7.8,6.6,6.1,5.2,4.2,"$43,679",74.5%
13235,"Pulaski County, GA",9.2,9.6,9.0,8.8,7.8,6.6,5.8,5.2,4.3,"$40,582",69.2%
13237,"Putnam County, GA",12.9,13.0,11.5,10.3,9.0,8.1,7.0,5.7,5.0,"$51,205",87.3%
13239,"Quitman County, GA",10.0,10.2,9.5,8.2,8.3,6.9,7.2,5.9,5.5,"$33,908",57.8%
13241,"Rabun County, GA",11.8,12.4,11.5,9.9,8.1,6.7,5.9,4.9,4.0,"$44,213",75.4%
13243,"Randolph County, GA",12.2,12.8,12.5,10.3,9.7,9.1,8.4,6.4,5.9,"$28,298",48.3%
13245,"Richmond County, GA",11.0,11.2,10.6,9.8,8.7,7.4,6.7,5.9,5.1,"$40,168",68.5%
13247,"Rockdale County, GA",11.3,11.2,10.2,9.1,7.8,6.5,5.8,5.2,4.4,"$59,673",101.8%
13249,"Schley County, GA",12.1,11.5,10.4,9.2,7.6,6.7,6.3,5.4,4.7,"$45,378",77.4%
13251,"Screven County, GA",17.0,15.8,13.8,12.6,10.0,8.3,7.5,6.2,5.4,"$39,048",66.6%
13253,"Seminole County, GA",12.5,12.6,10.9,10.2,9.4,8.1,7.8,6.4,5.3,"$36,869",62.9%
13255,"Spalding County, GA",14.9,14.0,12.5,11.5,9.4,8.0,6.8,5.8,4.7,"$43,510",74.2%
13257,"Stephens County, GA",12.3,11.9,10.5,9.1,7.6,6.5,5.9,5.2,4.5,"$45,850",78.2%
13259,"Stewart County, GA",10.3,9.8,9.3,8.7,7.4,6.9,6.4,5.9,4.7,"$33,053",56.4%
13261,"Sumter County, GA",13.3,12.6,11.9,11.3,9.4,8.3,7.5,6.7,5.9,"$37,562",64.1%
13263,"Talbot County, GA",10.1,10.5,10.1,9.3,7.8,7.7,6.7,6.1,5.0,"$37,265",63.6%
13265,"Taliaferro County, GA",18.0,15.7,14.2,11.9,10.8,7.8,6.9,6.6,5.1,"$34,090",58.1%
13267,"Tattnall County, GA",9.1,8.8,8.3,7.9,6.9,6.2,5.3,4.9,4.2,"$41,440",70.7%
13269,"Taylor County, GA",14.5,14.4,13.4,11.7,10.2,9.2,7.5,8.6,6.5,"$36,310",61.9%
13271,"Telfair County, GA",14.7,13.2,11.8,11.4,9.7,8.7,8.3,7.8,6.8,"$34,297",58.5%
13273,"Terrell County, GA",12.2,12.0,10.9,9.8,8.0,7.5,6.5,5.9,6.6,"$35,290",60.2%
13275,"Thomas County, GA",11.2,10.4,9.7,9.0,8.7,7.2,6.2,5.8,4.7,"$41,642",71.0%
13277,"Tift County, GA",12.0,12.1,10.1,8.5,7.3,6.1,5.4,4.6,4.0,"$45,680",77.9%
13279,"Toombs County, GA",12.3,13.4,11.8,11.0,9.8,8.7,7.8,6.5,5.8,"$37,148",63.4%
13281,"Towns County, GA",12.9,12.5,11.3,10.6,9.2,7.9,6.8,6.5,5.5,"$45,853",78.2%
13283,"Treutlen County, GA",12.1,13.3,13.5,12.3,10.6,8.5,7.7,6.7,5.8,"$35,069",59.8%
13285,"Troup County, GA",11.5,11.0,9.8,8.6,7.3,6.1,5.1,4.4,3.7,"$45,234",77.1%
13287,"Turner County, GA",16.6,14.3,11.7,10.0,7.9,6.8,6.5,5.6,5.1,"$33,261",56.7%
13289,"Twiggs County, GA",15.5,15.5,14.9,13.7,11.1,9.1,8.7,7.5,5.9,"$42,054",71.7%
13291,"Union County, GA",11.0,10.2,8.8,7.9,6.6,5.3,4.7,4.5,3.6,"$45,943",78.4%
13293,"Upson County, GA",12.2,11.6,10.7,9.8,8.9,7.2,6.4,5.4,4.4,"$40,965",69.9%
13295,"Walker County, GA",10.3,9.8,9.0,8.1,7.2,6.0,5.6,4.5,3.9,"$43,767",74.6%
13297,"Walton County, GA",10.6,10.4,9.1,7.8,6.4,5.4,4.9,4.3,3.6,"$65,416",111.6%
13299,"Ware County, GA",11.0,11.3,10.1,9.4,7.9,6.5,5.4,4.5,3.9,"$38,357",65.4%
13301,"Warren County, GA",17.2,16.6,15.0,12.0,9.6,7.8,6.9,5.8,5.0,"$38,352",65.4%
13303,"Washington County, GA",14.5,12.7,10.3,9.6,8.1,7.0,6.3,5.8,5.0,"$39,444",67.3%
13305,"Wayne County, GA",12.0,12.1,10.7,9.8,8.7,7.2,6.8,5.7,4.6,"$44,607",76.1%
13307,"Webster County, GA",12.8,11.4,9.9,9.3,8.7,9.4,8.6,7.5,6.3,"$38,187",65.1%
13309,"Wheeler County, GA",15.1,14.7,13.3,12.6,12.3,10.9,8.9,8.9,7.4,"$32,691",55.8%
13311,"White County, GA",10.2,9.9,8.7,7.4,6.2,5.2,4.6,3.8,3.0,"$51,579",88.0%
13313,"Whitfield County, GA",11.9,11.8,10.6,9.6,7.8,6.4,6.1,5.4,4.7,"$47,074",80.3%
13315,"Wilcox County, GA",12.4,12.8,11.6,11.1,9.1,7.9,7.2,5.8,5.2,"$35,961",61.3%
13317,"Wilkes County, GA",13.2,13.9,12.2,11.2,9.3,7.2,6.6,5.6,4.6,"$39,361",67.1%
13319,"Wilkinson County, GA",14.0,12.9,11.5,10.3,8.6,7.3,6.3,5.6,4.4,"$41,036",70.0%
13321,"Worth County, GA",12.1,11.5,10.2,9.2,7.8,6.5,5.8,4.8,4.4,"$48,708",83.1%
,,,,,,,,,,,,
,,,,,,,,,,,,
"Sources: Bureau of Labor Statistics, Local Area Unemployment Statistics (LAUS) data.

Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program



",,,,,,,,,,,,
