,,Unemployment Rate (percent),,,,,,,,,,
17055,"Franklin County, IL",12.3,11.2,10.6,11.9,9.2,8.0,8.1,6.6,6.1,"$42,071",64.7%
17057,"Fulton County, IL",11.7,10.5,9.9,10.9,8.5,7.6,7.4,6.5,6.2,"$51,258",78.8%
17059,"Gallatin County, IL",9.6,8.9,8.4,9.4,7.1,6.6,7.6,5.8,5.8,"$43,330",66.6%
17061,"Greene County, IL",9.3,8.7,8.4,8.6,6.7,6.1,5.8,5.2,4.9,"$47,314",72.7%
17063,"Grundy County, IL",13.3,12.7,11.5,11.6,8.8,7.0,6.7,5.7,4.7,"$79,348",122.0%
17065,"Hamilton County, IL",9.4,8.6,7.9,7.8,5.9,5.5,6.3,4.6,4.4,"$53,028",81.5%
17067,"Hancock County, IL",10.6,9.2,8.3,8.5,6.4,6.1,6.5,5.2,4.7,"$53,553",82.3%
17069,"Hardin County, IL",10.8,10.8,10.5,11.4,8.7,8.4,9.7,7.8,7.8,"$41,713",64.1%
17071,"Henderson County, IL",9.3,8.0,8.0,7.9,6.3,6.0,6.1,5.2,5.0,"$53,632",82.4%
17073,"Henry County, IL",9.1,7.8,7.4,7.7,6.6,6.1,6.0,5.2,5.0,"$58,042",89.2%
17075,"Iroquois County, IL",10.1,9.2,8.5,8.5,6.4,5.6,5.5,4.6,4.5,"$55,247",84.9%
17077,"Jackson County, IL",8.2,8.0,7.8,7.9,6.4,5.5,5.4,4.5,4.6,"$41,445",63.7%
17079,"Jasper County, IL",8.9,7.8,7.6,7.9,6.4,6.2,6.3,5.1,4.9,"$54,552",83.8%
17081,"Jefferson County, IL",10.2,9.3,9.2,9.5,7.4,6.7,6.4,5.5,5.3,"$47,425",72.9%
17083,"Jersey County, IL",9.2,8.9,9.0,9.0,7.1,6.3,5.8,4.9,4.9,"$59,117",90.9%
17085,"Jo Daviess County, IL",8.9,7.9,7.6,7.6,6.1,5.4,5.4,4.5,4.4,"$56,832",87.3%
17087,"Johnson County, IL",12.5,11.7,11.6,12.2,9.5,8.5,8.7,7.6,7.8,"$53,884",82.8%
17089,"Kane County, IL",11.0,9.8,8.9,8.7,6.8,5.7,5.5,4.9,4.9,"$79,834",122.7%
17091,"Kankakee County, IL",12.4,11.5,10.4,10.4,7.9,6.8,6.4,5.5,5.4,"$53,884",82.8%
17093,"Kendall County, IL",10.1,9.3,8.4,8.4,6.5,5.2,5.1,4.3,3.5,"$93,345",143.5%
17095,"Knox County, IL",9.6,8.8,8.3,8.9,6.9,6.1,6.2,5.3,5.3,"$44,553",68.5%
17097,"Lake County, IL",9.8,8.8,8.1,7.9,6.4,5.4,5.2,4.6,4.5,"$87,336",134.2%
17099,"LaSalle County, IL",12.0,10.7,10.0,10.3,8.1,6.9,6.8,5.7,5.8,"$54,063",83.1%
17101,"Lawrence County, IL",10.7,10.6,10.2,10.2,7.7,7.1,7.4,6.1,5.9,"$43,767",67.3%
17103,"Lee County, IL",10.0,9.1,8.3,8.0,6.2,5.3,5.1,4.4,4.4,"$54,915",84.4%
17105,"Livingston County, IL",10.0,8.4,7.7,8.1,6.4,5.4,5.4,4.5,4.4,"$59,323",91.2%
17107,"Logan County, IL",8.7,7.8,7.5,8.1,6.4,5.4,5.3,4.6,4.7,"$52,959",81.4%
17109,"McDonough County, IL",8.5,7.9,7.6,8.3,6.8,6.1,6.3,5.1,5.1,"$42,887",65.9%
17111,"McHenry County, IL",10.5,9.9,9.0,8.6,6.6,5.4,5.2,4.4,3.5,"$86,268",132.6%
17113,"McLean County, IL",7.1,6.6,6.4,6.6,5.4,4.8,5.1,4.2,4.2,"$67,087",103.1%
17115,"Macon County, IL",11.2,10.0,9.9,11.3,8.5,7.0,6.6,5.6,5.6,"$50,684",77.9%
17117,"Macoupin County, IL",10.3,9.7,9.5,9.5,7.4,6.3,6.0,4.9,4.9,"$53,409",82.1%
17119,"Madison County, IL",9.8,8.9,8.8,8.9,7.0,6.0,5.9,4.8,4.5,"$60,121",92.4%
17121,"Marion County, IL",10.8,10.0,9.8,10.1,7.6,6.7,6.4,5.3,4.9,"$46,096",70.8%
17123,"Marshall County, IL",10.3,8.9,8.3,9.1,7.0,6.6,6.6,5.5,5.2,"$57,422",88.3%
17125,"Mason County, IL",12.2,10.6,10.0,10.9,8.5,7.1,7.1,6.1,6.0,"$48,764",74.9%
17127,"Massac County, IL",9.5,8.8,9.6,9.8,7.9,7.3,7.1,6.6,7.0,"$43,783",67.3%
17129,"Menard County, IL",7.5,7.2,7.0,7.0,5.6,4.7,4.6,4.2,4.0,"$74,872",115.1%
17131,"Mercer County, IL",9.9,8.3,7.7,7.8,7.0,6.2,6.2,5.2,5.3,"$58,384",89.7%
17133,"Monroe County, IL",7.3,6.7,6.7,6.7,5.3,4.4,4.1,3.4,3.5,"$88,481",136.0%
17135,"Montgomery County, IL",12.3,11.9,11.2,10.9,8.7,7.5,7.1,5.8,5.9,"$53,138",81.7%
17137,"Morgan County, IL",8.4,8.0,7.7,7.8,5.9,5.0,4.9,4.4,4.4,"$48,976",75.3%
17139,"Moultrie County, IL",8.5,7.6,7.1,7.2,5.4,4.3,4.6,3.9,3.8,"$59,901",92.1%
17141,"Ogle County, IL",12.4,11.4,10.1,9.9,7.3,6.1,5.9,5.2,5.0,"$61,794",95.0%
17143,"Peoria County, IL",10.5,9.2,8.4,9.6,7.6,6.8,6.9,5.9,5.5,"$56,478",86.8%
17145,"Perry County, IL",11.0,10.2,10.6,11.0,8.4,7.1,7.1,6.1,6.0,"$49,965",76.8%
17147,"Piatt County, IL",7.8,7.1,6.9,7.2,5.6,5.0,4.9,4.1,4.3,"$67,460",103.7%
17149,"Pike County, IL",9.0,8.0,7.5,7.5,5.7,5.1,5.1,4.6,4.8,"$47,815",73.5%
17151,"Pope County, IL",9.5,8.9,8.6,9.2,8.2,7.0,6.9,6.4,6.1,"$43,053",66.2%
17153,"Pulaski County, IL",12.4,12.0,11.4,12.5,10.3,8.8,8.5,8.0,8.2,"$38,400",59.0%
17155,"Putnam County, IL",12.0,10.3,9.3,9.9,7.6,6.1,5.6,5.0,5.2,"$66,319",101.9%
17157,"Randolph County, IL",8.8,8.2,8.4,8.4,6.6,5.4,5.0,4.5,4.4,"$53,607",82.4%
17159,"Richland County, IL",8.9,8.2,8.0,8.3,6.4,5.8,5.9,4.8,4.7,"$48,152",74.0%
17161,"Rock Island County, IL",9.5,8.5,8.0,8.3,7.0,6.3,6.3,5.2,5.2,"$52,642",80.9%
17163,"St. Clair County, IL",10.3,9.7,9.5,9.8,7.8,6.6,6.1,5.1,5.0,"$58,222",89.5%
17165,"Saline County, IL",10.2,9.5,9.1,10.6,8.1,7.7,8.6,6.5,6.5,"$40,761",62.6%
17167,"Sangamon County, IL",7.7,7.4,7.2,7.4,5.9,5.2,4.9,4.3,4.3,"$62,242",95.7%
17169,"Schuyler County, IL",8.3,8.0,7.9,8.3,6.7,5.8,5.6,4.6,4.5,"$52,018",80.0%
17171,"Scott County, IL",8.7,8.2,8.7,8.9,6.8,5.9,5.6,5.3,5.4,"$55,198",84.8%
17173,"Shelby County, IL",9.7,9.1,8.6,8.7,6.7,5.9,5.7,4.5,4.3,"$56,509",86.9%
17175,"Stark County, IL",9.7,8.7,8.1,9.5,7.5,6.6,7.3,6.4,6.3,"$52,651",80.9%
17177,"Stephenson County, IL",11.1,9.8,9.0,9.4,7.3,6.6,5.9,4.7,4.8,"$47,357",72.8%
17179,"Tazewell County, IL",9.9,8.3,7.5,8.6,6.7,6.2,6.4,5.4,4.9,"$61,508",94.5%
17181,"Union County, IL",12.0,11.6,10.9,11.2,8.8,7.7,7.4,6.5,6.5,"$49,716",76.4%
17183,"Vermilion County, IL",11.4,9.9,9.3,10.6,8.4,7.0,7.2,6.5,6.2,"$44,638",68.6%
17185,"Wabash County, IL",9.8,8.9,7.9,7.5,5.9,5.6,6.3,5.1,4.5,"$53,414",82.1%
17187,"Warren County, IL",7.8,7.2,7.1,7.4,5.8,5.2,5.3,4.2,4.2,"$53,532",82.3%
17189,"Washington County, IL",7.2,6.6,6.3,6.2,4.7,3.8,3.8,3.0,3.0,"$66,937",102.9%
17191,"Wayne County, IL",8.9,8.0,7.7,7.8,6.6,6.9,8.5,6.2,5.6,"$50,471",77.6%
17193,"White County, IL",8.5,7.9,7.6,7.7,5.8,5.7,6.6,4.9,4.3,"$49,507",76.1%
17195,"Whiteside County, IL",10.3,9.5,8.8,8.7,6.9,6.2,5.8,4.9,4.6,"$57,197",87.9%
17197,"Will County, IL",11.1,10.6,9.8,9.8,7.6,6.2,6.0,5.0,4.0,"$86,108",132.3%
17199,"Williamson County, IL",9.7,9.0,8.6,9.0,7.1,6.2,6.2,5.2,5.1,"$46,187",71.0%
17201,"Winnebago County, IL",14.0,11.9,10.5,10.5,8.2,7.0,6.7,6.5,5.7,"$53,795",82.7%
17203,"Woodford County, IL",7.7,6.4,6.0,7.1,5.5,5.0,5.5,4.4,4.1,"$72,247",111.0%
,,,,,,,,,,,,
"Sources: Bureau of Labor Statistics, Local Area Unemployment Statistics (LAUS) data.

Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program



",,,,,,,,,,,,
