,,Unemployment Rate (percent),,,,,,,,,,
19105,"Jones County, IA",6.4,5.8,5.3,5.3,4.9,4.2,4.2,3.6,3.0,"$55,405",92.2%
19107,"Keokuk County, IA",6.5,6.1,5.5,5.1,4.4,4.3,4.3,3.6,2.9,"$52,122",86.8%
19109,"Kossuth County, IA",5.1,4.4,3.9,3.6,3.2,2.9,2.6,2.4,2.0,"$55,486",92.4%
19111,"Lee County, IA",8.9,8.1,7.2,7.1,5.9,5.4,6.0,5.4,4.0,"$48,241",80.3%
19113,"Linn County, IA",6.0,5.7,5.2,5.0,4.4,3.8,3.6,3.3,2.8,"$64,878",108.0%
19115,"Louisa County, IA",7.3,6.1,5.5,5.1,4.5,3.8,3.9,3.3,2.6,"$49,585",82.5%
19117,"Lucas County, IA",6.1,5.3,4.8,4.7,3.9,3.6,3.1,2.8,2.0,"$49,956",83.2%
19119,"Lyon County, IA",3.9,3.1,3.0,2.9,2.5,2.0,2.0,1.7,1.5,"$69,048",114.9%
19121,"Madison County, IA",6.4,6.0,5.6,5.1,4.5,3.9,3.5,3.6,3.2,"$74,794",124.5%
19123,"Mahaska County, IA",6.7,5.8,5.2,4.8,4.4,4.0,3.7,3.2,2.5,"$56,492",94.0%
19125,"Marion County, IA",5.9,5.4,4.8,4.5,3.8,3.3,3.0,2.6,2.0,"$63,491",105.7%
19127,"Marshall County, IA",6.8,6.6,6.4,6.0,5.4,5.1,4.9,4.6,4.4,"$59,552",99.1%
19129,"Mills County, IA",5.2,4.9,4.6,4.4,4.4,4.1,3.6,2.8,2.1,"$64,271",107.0%
19131,"Mitchell County, IA",5.2,4.7,4.6,4.3,3.5,2.8,2.6,2.1,1.9,"$59,558",99.1%
19133,"Monona County, IA",7.2,6.9,6.4,5.7,5.0,4.4,4.1,3.6,2.8,"$50,530",84.1%
19135,"Monroe County, IA",7.2,6.7,5.8,5.7,5.0,4.5,4.6,3.8,2.9,"$56,541",94.1%
19137,"Montgomery County, IA",8.1,5.9,5.1,4.9,4.1,3.6,3.5,3.1,2.4,"$49,966",83.2%
19139,"Muscatine County, IA",8.0,6.6,5.7,5.2,4.5,3.9,3.8,3.3,2.6,"$58,465",97.3%
19141,"O'Brien County, IA",4.7,4.2,3.8,3.6,3.2,2.9,2.8,2.4,2.0,"$53,147",88.5%
19143,"Osceola County, IA",4.9,4.5,4.1,3.8,3.3,2.9,2.6,2.1,1.9,"$60,627",100.9%
19145,"Page County, IA",6.8,5.7,5.4,5.3,4.4,4.2,5.0,3.9,2.5,"$54,313",90.4%
19147,"Palo Alto County, IA",6.0,4.7,4.3,3.7,3.6,3.1,3.1,2.7,2.2,"$55,322",92.1%
19149,"Plymouth County, IA",4.5,4.5,4.1,4.0,3.4,2.8,2.5,2.4,1.9,"$66,360",110.5%
19151,"Pocahontas County, IA",5.1,4.4,4.0,3.8,3.5,3.1,2.8,2.4,1.8,"$55,865",93.0%
19153,"Polk County, IA",6.0,5.7,5.2,4.8,4.2,3.7,3.4,3.1,2.5,"$68,479",114.0%
19155,"Pottawattamie County, IA",5.8,5.6,5.1,4.6,4.3,3.7,3.4,2.8,2.3,"$56,337",93.8%
19157,"Poweshiek County, IA",5.8,5.6,4.9,4.6,4.2,3.6,3.4,3.1,2.3,"$56,170",93.5%
19159,"Ringgold County, IA",4.7,4.6,4.4,4.3,3.9,3.4,3.5,3.1,2.8,"$48,754",81.2%
19161,"Sac County, IA",4.7,4.4,4.2,4.2,3.9,3.4,3.0,2.8,2.4,"$56,698",94.4%
19163,"Scott County, IA",6.6,6.1,5.7,5.6,5.2,4.7,4.5,3.6,3.0,"$59,865",99.7%
19165,"Shelby County, IA",4.5,4.3,3.8,3.8,3.1,2.9,2.9,2.4,2.0,"$58,862",98.0%
19167,"Sioux County, IA",3.9,3.7,3.5,3.5,2.9,2.5,2.3,2.0,1.8,"$70,162",116.8%
19169,"Story County, IA",4.2,3.9,3.6,3.3,2.9,2.5,2.3,2.0,1.6,"$57,464",95.7%
19171,"Tama County, IA",6.4,6.1,6.0,5.6,5.3,4.4,4.2,3.5,3.0,"$56,954",94.8%
19173,"Taylor County, IA",5.6,4.7,4.1,3.8,3.7,3.2,2.9,2.2,2.0,"$47,781",79.5%
19175,"Union County, IA",5.6,5.3,5.1,4.9,4.7,4.2,3.8,3.1,3.5,"$49,887",83.0%
19177,"Van Buren County, IA",7.3,6.3,5.8,5.5,4.5,4.1,3.6,3.0,2.7,"$47,905",79.7%
19179,"Wapello County, IA",7.9,7.2,6.9,6.3,5.5,5.2,5.8,4.5,3.4,"$48,226",80.3%
19181,"Warren County, IA",5.6,5.2,4.8,4.5,3.9,3.5,3.2,2.7,2.3,"$78,192",130.2%
19183,"Washington County, IA",5.1,4.7,4.2,3.8,3.6,3.1,2.9,2.9,2.3,"$65,849",109.6%
19185,"Wayne County, IA",6.2,5.5,5.4,5.2,5.0,4.0,3.8,3.1,2.7,"$46,725",77.8%
19187,"Webster County, IA",6.9,7.0,6.3,5.3,4.8,4.3,4.0,3.7,3.3,"$52,093",86.7%
19189,"Winnebago County, IA",6.7,6.0,5.3,4.8,4.2,4.0,3.4,3.1,2.6,"$54,433",90.6%
19191,"Winneshiek County, IA",5.5,5.0,4.6,4.6,4.2,3.7,3.5,3.1,2.7,"$61,807",102.9%
19193,"Woodbury County, IA",6.6,5.7,5.2,4.8,4.4,3.8,3.5,3.2,2.5,"$60,059",100.0%
19195,"Worth County, IA",7.3,6.4,5.5,5.2,4.5,4.0,3.4,3.0,2.7,"$58,587",97.5%
19197,"Wright County, IA",7.2,6.9,5.4,4.5,4.1,3.9,4.1,3.4,2.6,"$54,802",91.2%
,,,,,,,,,,,,
"Sources: Bureau of Labor Statistics, Local Area Unemployment Statistics (LAUS) data.

Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program



",,,,,,,,,,,,
