,,Unemployment Rate (percent),,,,,,,,,,
42041,"Cumberland County, PA",6.8,6.4,6.2,5.7,4.5,4.0,4.1,3.8,3.3,"$71,695",117.7%
42043,"Dauphin County, PA",8.0,7.6,7.4,6.8,5.3,4.7,4.7,4.5,4.0,"$57,979",95.2%
42045,"Delaware County, PA",8.0,7.8,7.7,7.1,5.5,4.9,4.9,4.5,4.0,"$71,961",118.2%
42047,"Elk County, PA",9.7,7.4,7.0,6.8,5.1,4.9,5.5,4.8,3.9,"$54,876",90.1%
42049,"Erie County, PA",9.3,8.1,7.8,7.4,6.2,5.5,6.5,5.7,4.7,"$48,453",79.6%
42051,"Fayette County, PA",10.7,10.1,9.9,9.6,7.9,7.5,8.1,6.9,5.8,"$50,381",82.7%
42053,"Forest County, PA",11.3,9.4,9.8,9.9,8.0,7.9,7.8,6.7,6.2,"$41,750",68.6%
42055,"Franklin County, PA",8.5,7.3,7.0,6.6,5.4,5.0,5.1,4.4,3.7,"$60,744",99.8%
42057,"Fulton County, PA",12.3,10.1,9.2,9.2,7.1,6.2,6.3,5.1,3.9,"$52,277",85.9%
42059,"Greene County, PA",8.4,7.6,7.3,7.2,5.6,6.0,7.7,5.9,4.9,"$50,956",83.7%
42061,"Huntingdon County, PA",10.7,10.1,9.9,9.8,7.9,7.0,7.0,6.0,5.3,"$49,019",80.5%
42063,"Indiana County, PA",8.7,7.8,8.1,7.7,6.1,6.3,7.3,5.8,4.9,"$47,999",78.8%
42065,"Jefferson County, PA",10.1,8.7,8.3,8.2,6.4,6.1,6.8,5.6,4.6,"$46,751",76.8%
42067,"Juniata County, PA",8.0,7.4,7.3,7.1,5.6,4.9,5.3,4.6,4.0,"$54,342",89.2%
42069,"Lackawanna County, PA",9.0,8.8,8.8,8.3,6.6,5.8,5.6,5.1,4.6,"$52,872",86.8%
42071,"Lancaster County, PA",7.5,6.9,6.5,6.0,4.6,4.1,4.1,3.8,3.4,"$66,270",108.8%
42073,"Lawrence County, PA",9.2,8.4,7.9,7.5,6.2,6.3,6.7,6.0,5.1,"$48,418",79.5%
42075,"Lebanon County, PA",7.5,6.9,6.7,6.2,5.0,4.5,4.5,4.1,3.8,"$61,087",100.3%
42077,"Lehigh County, PA",9.2,8.6,8.5,7.8,6.1,5.3,5.3,5.0,4.6,"$62,139",102.0%
42079,"Luzerne County, PA",10.0,9.6,9.8,9.4,7.3,6.4,6.3,5.9,5.4,"$53,469",87.8%
42081,"Lycoming County, PA",8.9,7.7,7.9,7.8,6.1,6.0,6.6,5.6,4.8,"$53,820",88.4%
42083,"McKean County, PA",10.1,8.7,8.4,8.2,6.4,6.1,6.6,6.1,4.8,"$46,529",76.4%
42085,"Mercer County, PA",9.5,7.9,7.6,7.2,5.9,5.4,6.0,5.4,4.7,"$48,788",80.1%
42087,"Mifflin County, PA",10.2,8.9,8.7,8.2,6.4,5.8,5.7,5.3,4.7,"$47,648",78.3%
42089,"Monroe County, PA",9.7,9.7,9.8,9.4,7.5,6.5,6.2,5.8,5.4,"$63,318",104.0%
42091,"Montgomery County, PA",6.9,6.5,6.4,5.9,4.7,4.2,4.1,3.8,3.4,"$90,155",148.1%
42093,"Montour County, PA",6.7,6.2,5.8,5.5,4.7,4.3,4.3,3.8,3.5,"$61,314",100.7%
42095,"Northampton County, PA",8.8,8.2,8.1,7.4,5.9,5.3,5.2,4.9,4.4,"$68,217",112.0%
42097,"Northumberland County, PA",9.9,9.2,9.1,8.7,6.7,6.1,6.2,5.6,5.2,"$47,243",77.6%
42099,"Perry County, PA",8.1,7.4,7.3,6.5,5.2,4.5,4.6,4.3,3.7,"$62,366",102.4%
42101,"Philadelphia County/city, PA",10.6,10.7,10.9,10.3,8.1,7.1,6.8,6.2,5.5,"$46,149",75.8%
42103,"Pike County, PA",9.7,9.9,10.1,9.7,7.6,6.6,6.4,5.9,5.4,"$62,657",102.9%
42105,"Potter County, PA",10.4,9.2,9.1,9.3,7.4,7.0,7.8,6.5,5.3,"$44,883",73.7%
42107,"Schuylkill County, PA",10.6,9.8,9.7,9.2,7.1,6.3,6.2,5.8,5.2,"$48,809",80.2%
42109,"Snyder County, PA",8.4,7.7,7.6,6.9,5.2,4.7,4.7,4.4,3.9,"$56,991",93.6%
42111,"Somerset County, PA",9.6,8.9,8.9,9.2,7.3,6.8,7.2,6.0,5.1,"$50,504",82.9%
42113,"Sullivan County, PA",8.0,7.3,7.8,8.3,6.1,6.2,7.2,6.0,5.0,"$48,998",80.5%
42115,"Susquehanna County, PA",8.7,7.9,7.6,7.1,5.9,5.6,5.7,4.7,4.0,"$52,573",86.3%
42117,"Tioga County, PA",8.3,7.0,7.6,8.6,6.9,6.5,7.1,5.9,5.2,"$48,799",80.1%
42119,"Union County, PA",7.7,6.8,6.4,6.3,5.0,4.5,4.8,4.3,3.7,"$55,679",91.4%
42121,"Venango County, PA",8.5,7.4,7.7,7.8,5.9,5.9,7.2,6.1,4.9,"$45,761",75.2%
42123,"Warren County, PA",8.3,7.5,6.8,6.4,5.3,5.0,5.5,5.3,4.5,"$50,554",83.0%
42125,"Washington County, PA",8.1,7.3,7.2,6.9,5.8,5.6,6.1,5.2,4.3,"$63,119",103.7%
42127,"Wayne County, PA",8.1,8.1,8.0,7.9,6.4,5.8,5.7,5.1,4.7,"$53,602",88.0%
42129,"Westmoreland County, PA",8.2,7.5,7.4,7.0,5.7,5.4,5.8,5.2,4.4,"$58,398",95.9%
42131,"Wyoming County, PA",8.8,8.8,8.9,8.6,6.7,6.1,6.2,5.3,4.5,"$57,599",94.6%
42133,"York County, PA",8.4,7.5,7.4,6.7,5.4,4.8,4.6,4.3,3.9,"$65,238",107.1%
,,,,,,,,,,,,
"Sources: Bureau of Labor Statistics, Local Area Unemployment Statistics (LAUS) data.

Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program



",,,,,,,,,,,,
