,,Unemployment Rate (percent),,,,,,,,,,
45065,"McCormick County, SC",14.0,13.6,11.8,9.8,7.9,7.1,5.6,4.5,3.6,"$44,683",85.2%
45067,"Marion County, SC",18.3,17.7,15.9,13.1,10.6,10.0,8.8,7.4,5.5,"$34,365",65.5%
45069,"Marlboro County, SC",21.2,19.7,17.6,13.8,10.6,10.1,8.4,6.5,5.1,"$33,534",63.9%
45071,"Newberry County, SC",10.8,10.4,8.8,7.3,5.7,5.3,4.5,4.2,3.1,"$48,029",91.6%
45073,"Oconee County, SC",11.4,10.0,8.8,7.7,6.3,5.8,5.2,4.4,3.3,"$50,529",96.3%
45075,"Orangeburg County, SC",15.9,15.8,14.3,12.4,11.4,10.9,8.9,7.2,5.8,"$37,134",70.8%
45077,"Pickens County, SC",10.9,9.9,9.0,7.4,6.3,5.8,5.0,4.1,3.4,"$48,794",93.0%
45079,"Richland County, SC",9.4,9.2,8.2,6.9,6.0,5.7,4.8,4.3,3.4,"$52,611",100.3%
45081,"Saluda County, SC",10.0,9.8,8.5,6.9,5.7,5.2,4.6,3.9,3.1,"$46,019",87.7%
45083,"Spartanburg County, SC",11.8,10.9,9.4,7.7,6.4,5.7,4.7,4.0,3.1,"$53,567",102.1%
45085,"Sumter County, SC",12.5,12.1,10.7,8.7,7.3,6.9,5.9,5.2,4.0,"$45,181",86.1%
45087,"Union County, SC",17.7,16.0,13.6,11.3,8.6,7.9,6.2,5.4,4.1,"$40,686",77.6%
45089,"Williamsburg County, SC",17.2,16.7,15.8,12.5,10.0,9.2,7.8,6.4,5.4,"$32,814",62.6%
45091,"York County, SC",12.1,10.9,9.3,7.7,6.3,5.5,4.6,4.0,3.3,"$64,904",123.7%
,,,,,,,,,,,,
"Sources: Bureau of Labor Statistics, Local Area Unemployment Statistics (LAUS) data.

Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program



",,,,,,,,,,,,
