,,Unemployment Rate (percent),,,,,,,,,,
29035,"Carter County, MO",11.5,11.3,9.5,9.6,9.0,7.4,7.1,5.8,5.1,"$34,134",62.7%
29037,"Cass County, MO",9.6,8.5,6.7,6.3,5.7,4.8,4.2,3.5,3.1,"$71,374",131.2%
29039,"Cedar County, MO",9.5,8.7,7.4,7.0,6.4,5.3,5.0,4.1,3.4,"$37,288",68.5%
29041,"Chariton County, MO",9.5,9.0,6.5,6.3,5.8,4.7,4.4,3.5,2.8,"$48,421",89.0%
29043,"Christian County, MO",8.4,7.4,5.8,5.5,4.9,4.2,3.9,3.1,2.6,"$58,057",106.7%
29045,"Clark County, MO",12.4,10.0,8.1,7.9,6.9,7.1,7.4,5.6,3.9,"$46,832",86.1%
29047,"Clay County, MO",8.4,7.4,6.1,6.1,5.4,4.5,3.9,3.6,2.9,"$68,943",126.7%
29049,"Clinton County, MO",9.7,8.9,7.0,6.6,5.9,4.9,4.2,4.0,3.2,"$58,641",107.8%
29051,"Cole County, MO",6.9,6.3,5.2,5.2,5.0,4.0,3.6,2.9,2.5,"$62,817",115.4%
29053,"Cooper County, MO",9.8,9.0,7.2,6.9,6.0,5.8,4.9,3.6,3.1,"$52,513",96.5%
29055,"Crawford County, MO",12.7,10.9,8.8,8.6,8.0,6.0,5.4,4.6,3.9,"$42,774",78.6%
29057,"Dade County, MO",9.7,9.3,7.5,6.8,6.0,5.1,4.5,3.4,2.7,"$41,381",76.1%
29059,"Dallas County, MO",12.6,11.0,9.1,8.6,7.6,6.2,5.5,4.7,3.9,"$38,765",71.2%
29061,"Daviess County, MO",9.8,8.9,6.9,6.2,5.8,4.6,3.9,3.3,3.0,"$51,255",94.2%
29063,"DeKalb County, MO",8.8,8.0,5.9,6.0,5.4,4.7,4.4,3.9,3.1,"$48,920",89.9%
29065,"Dent County, MO",10.4,9.7,8.2,7.5,6.8,5.8,5.4,4.2,3.3,"$39,392",72.4%
29067,"Douglas County, MO",12.1,10.2,9.8,9.4,7.7,6.8,6.1,4.6,4.6,"$36,762",67.6%
29069,"Dunklin County, MO",13.5,12.1,10.4,9.9,9.1,8.1,8.3,6.5,5.5,"$37,331",68.6%
29071,"Franklin County, MO",11.3,9.4,7.9,7.2,6.5,5.1,4.4,3.6,3.1,"$58,738",108.0%
29073,"Gasconade County, MO",10.4,8.8,7.1,6.3,5.3,4.3,4.3,3.8,2.9,"$52,282",96.1%
29075,"Gentry County, MO",7.9,6.9,5.3,5.3,5.7,4.2,3.7,2.8,2.4,"$43,731",80.4%
29077,"Greene County, MO",8.3,7.3,5.9,5.5,4.9,4.2,3.8,3.1,2.6,"$44,799",82.3%
29079,"Grundy County, MO",8.0,7.1,6.4,5.9,5.3,4.1,4.6,3.6,3.6,"$40,315",74.1%
29081,"Harrison County, MO",9.5,8.5,7.3,7.3,6.6,5.1,4.2,3.5,3.1,"$40,639",74.7%
29083,"Henry County, MO",10.8,9.7,7.8,7.1,6.5,5.4,5.0,4.1,3.6,"$44,978",82.7%
29085,"Hickory County, MO",12.6,11.7,12.0,9.9,8.4,6.6,5.6,4.5,4.1,"$35,025",64.4%
29087,"Holt County, MO",7.9,7.2,5.2,5.4,4.9,3.6,3.3,2.9,2.4,"$47,191",86.7%
29089,"Howard County, MO",8.7,8.2,6.8,6.5,5.4,4.9,4.4,3.8,2.8,"$45,767",84.1%
29091,"Howell County, MO",10.8,9.6,8.1,7.8,7.1,6.4,6.4,4.7,3.6,"$36,762",67.6%
29093,"Iron County, MO",16.7,14.1,11.4,10.6,9.9,7.9,7.2,6.4,5.4,"$37,755",69.4%
29095,"Jackson County, MO",10.7,9.5,7.8,7.6,7.1,5.9,5.1,4.4,3.7,"$55,864",102.7%
29097,"Jasper County, MO",8.5,7.6,5.9,5.8,5.3,4.3,4.2,3.4,2.7,"$46,596",85.6%
29099,"Jefferson County, MO",10.4,8.8,7.2,6.8,6.2,4.9,4.3,3.6,3.1,"$65,150",119.7%
29101,"Johnson County, MO",9.9,9.1,7.7,7.2,6.4,5.4,4.9,4.4,3.7,"$52,151",95.8%
29103,"Knox County, MO",7.8,7.2,5.6,5.5,4.6,3.9,3.6,3.2,2.8,"$39,309",72.2%
29105,"Laclede County, MO",12.4,11.3,9.2,9.6,8.1,6.4,5.5,4.8,3.7,"$44,562",81.9%
29107,"Lafayette County, MO",9.8,9.1,7.1,6.4,6.0,4.9,4.3,3.8,3.2,"$53,389",98.1%
29109,"Lawrence County, MO",9.3,8.3,6.5,6.6,5.9,4.9,4.4,3.5,3.0,"$45,074",82.8%
29111,"Lewis County, MO",8.5,7.0,5.5,5.6,5.2,4.9,4.5,3.4,2.8,"$48,179",88.5%
29113,"Lincoln County, MO",11.8,10.1,8.3,7.6,6.5,5.2,4.5,3.6,3.3,"$62,238",114.4%
29115,"Linn County, MO",12.6,11.9,9.2,8.8,8.2,7.0,6.7,5.8,4.7,"$44,992",82.7%
29117,"Livingston County, MO",8.2,7.6,6.2,5.6,5.0,4.3,3.9,2.9,2.5,"$48,749",89.6%
29119,"McDonald County, MO",9.2,8.4,6.7,6.4,5.8,4.7,4.4,3.7,3.0,"$40,204",73.9%
29121,"Macon County, MO",9.3,8.3,6.7,6.5,6.1,5.3,4.8,3.6,2.9,"$45,440",83.5%
29123,"Madison County, MO",12.2,10.4,8.3,7.6,6.9,5.9,5.5,4.5,3.6,"$40,191",73.9%
29125,"Maries County, MO",9.5,8.4,7.2,6.6,6.2,5.3,5.1,4.3,3.3,"$46,371",85.2%
29127,"Marion County, MO",9.1,7.5,6.1,6.0,5.5,4.4,4.3,3.6,3.1,"$49,393",90.8%
29129,"Mercer County, MO",8.4,6.7,5.2,5.5,5.1,4.5,4.6,3.7,3.1,"$46,014",84.6%
29131,"Miller County, MO",12.9,11.5,9.0,8.7,7.7,6.0,5.2,4.4,3.7,"$47,225",86.8%
29133,"Mississippi County, MO",9.7,9.6,7.9,7.8,7.3,5.8,6.7,5.0,3.8,"$34,735",63.8%
29135,"Moniteau County, MO",8.4,7.7,6.6,6.4,6.0,4.9,4.4,3.6,3.0,"$57,047",104.8%
29137,"Monroe County, MO",12.3,9.9,7.7,7.3,6.4,5.2,4.8,4.3,3.6,"$46,216",84.9%
29139,"Montgomery County, MO",11.1,9.9,7.9,7.2,5.9,5.0,4.6,3.3,2.9,"$48,951",90.0%
29141,"Morgan County, MO",14.5,12.6,9.9,9.5,8.7,6.7,5.9,4.9,4.3,"$45,276",83.2%
29143,"New Madrid County, MO",10.0,9.7,8.1,7.8,7.4,6.2,9.3,6.6,4.8,"$38,093",70.0%
29145,"Newton County, MO",9.0,8.0,6.2,6.0,5.4,4.6,4.4,3.6,3.0,"$49,220",90.5%
29147,"Nodaway County, MO",7.2,6.9,5.6,6.5,6.8,4.9,4.7,3.6,2.9,"$46,698",85.8%
29149,"Oregon County, MO",11.1,9.8,7.9,8.0,7.5,6.3,6.0,4.6,3.5,"$32,720",60.1%
29151,"Osage County, MO",6.9,6.2,5.0,5.0,4.7,3.8,3.4,3.0,2.4,"$58,855",108.2%
29153,"Ozark County, MO",11.7,11.8,10.2,10.3,9.0,8.0,7.3,5.8,5.2,"$34,367",63.2%
29155,"Pemiscot County, MO",12.5,11.7,9.6,10.3,9.3,9.1,8.9,7.4,5.5,"$31,831",58.5%
29157,"Perry County, MO",7.2,6.7,5.1,5.4,5.4,4.2,3.6,2.7,2.3,"$53,871",99.0%
29159,"Pettis County, MO",9.3,8.3,7.1,6.6,6.1,5.3,4.9,4.2,4.1,"$45,254",83.2%
29161,"Phelps County, MO",9.0,8.4,7.1,7.0,6.5,5.3,4.8,3.7,3.1,"$43,079",79.2%
29163,"Pike County, MO",9.8,8.3,6.8,6.5,5.7,4.6,4.5,3.4,3.6,"$43,591",80.1%
29165,"Platte County, MO",7.7,6.9,5.5,5.7,5.1,4.2,3.6,3.2,2.6,"$82,567",151.7%
29167,"Polk County, MO",10.3,9.3,7.7,7.1,6.4,5.3,4.9,4.0,3.6,"$45,336",83.3%
29169,"Pulaski County, MO",8.8,8.7,8.1,7.9,7.3,5.8,5.4,4.3,3.6,"$52,532",96.5%
29171,"Putnam County, MO",8.0,6.8,5.9,5.9,5.1,4.0,4.6,3.8,3.4,"$40,866",75.1%
29173,"Ralls County, MO",8.8,7.5,6.4,5.8,5.3,4.2,4.0,3.1,2.8,"$57,549",105.8%
29175,"Randolph County, MO",11.5,10.5,8.7,8.2,7.1,6.0,5.3,4.5,3.8,"$44,975",82.7%
29177,"Ray County, MO",10.3,9.3,8.2,7.7,6.8,5.5,4.9,4.8,3.6,"$58,693",107.9%
29179,"Reynolds County, MO",15.1,13.2,10.9,9.4,8.4,7.0,6.5,3.9,3.1,"$36,592",67.2%
29181,"Ripley County, MO",12.9,12.0,10.5,9.3,8.2,8.0,7.1,5.5,5.2,"$32,802",60.3%
29183,"St. Charles County, MO",8.2,6.9,5.6,5.3,4.8,3.9,3.5,2.9,2.5,"$82,048",150.8%
29185,"St. Clair County, MO",11.2,10.1,7.9,7.8,7.7,7.0,6.3,5.1,4.4,"$37,013",68.0%
29186,"Ste. Genevieve County, MO",10.3,9.3,7.3,7.2,6.6,5.4,4.7,3.6,2.8,"$59,043",108.5%
29187,"St. Francois County, MO",12.3,10.8,8.9,8.5,7.6,6.1,5.5,4.4,3.7,"$45,584",83.8%
29189,"St. Louis County, MO",8.9,7.8,6.5,6.2,5.8,4.6,4.2,3.4,3.0,"$66,992",123.1%
29195,"Saline County, MO",8.9,8.0,6.6,6.0,5.6,4.8,4.7,3.6,3.0,"$43,776",80.5%
29197,"Schuyler County, MO",10.4,9.1,7.4,7.8,7.4,5.8,6.4,4.8,4.1,"$39,463",72.5%
29199,"Scotland County, MO",8.1,6.6,5.0,5.3,4.8,4.5,4.1,3.1,2.9,"$42,053",77.3%
29201,"Scott County, MO",9.7,8.8,7.0,7.1,6.6,5.2,5.7,4.4,3.4,"$44,261",81.3%
29203,"Shannon County, MO",14.8,13.1,11.0,9.5,9.4,8.2,7.4,6.1,5.0,"$32,715",60.1%
29205,"Shelby County, MO",8.6,7.2,6.0,5.6,6.0,4.7,4.2,3.4,3.0,"$44,564",81.9%
29207,"Stoddard County, MO",10.4,10.0,8.7,8.8,7.8,6.6,6.4,5.0,4.4,"$40,808",75.0%
29209,"Stone County, MO",13.8,12.6,11.1,10.5,9.7,7.9,7.0,5.5,4.7,"$46,026",84.6%
29211,"Sullivan County, MO",8.8,8.4,6.8,6.5,6.6,6.0,5.8,4.0,3.1,"$41,978",77.1%
29213,"Taney County, MO",13.9,13.2,11.3,10.7,9.8,8.1,7.4,6.0,5.2,"$40,887",75.1%
29215,"Texas County, MO",11.0,9.7,8.2,8.2,7.9,6.7,6.3,4.9,4.1,"$34,824",64.0%
29217,"Vernon County, MO",8.3,7.2,5.9,5.9,5.6,5.1,4.9,3.8,3.1,"$42,552",78.2%
29219,"Warren County, MO",11.0,9.1,7.5,6.8,6.2,4.8,4.2,3.2,2.8,"$62,056",114.0%
29221,"Washington County, MO",14.3,12.2,10.6,9.7,8.6,6.7,6.4,5.4,4.4,"$38,591",70.9%
29223,"Wayne County, MO",10.8,10.1,9.0,8.2,7.4,5.9,5.4,5.1,4.8,"$33,703",61.9%
29225,"Webster County, MO",10.5,8.9,7.1,6.7,6.0,5.1,4.9,3.9,3.1,"$51,141",94.0%
29227,"Worth County, MO",6.8,5.7,4.2,4.1,4.1,3.3,3.0,2.5,2.8,"$43,119",79.2%
29229,"Wright County, MO",11.9,9.8,8.4,8.4,7.3,6.3,5.9,5.0,4.1,"$35,293",64.9%
29510,"St. Louis city, MO",11.5,10.3,8.5,8.4,7.6,6.1,5.5,4.4,3.8,"$43,263",79.5%
,,,,,,,,,,,,
"Sources: Bureau of Labor Statistics, Local Area Unemployment Statistics (LAUS) data.

Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program



",,,,,,,,,,,,
