,,Unemployment Rate (percent),,,,,,,,,,
22041,"Franklin Parish, LA",11.1,11.7,10.4,10.1,9.4,9.7,9.0,7.5,7.1,"$34,446",71.7%
22043,"Grant Parish, LA",8.5,8.4,7.9,7.3,7.1,7.3,7.0,6.3,5.9,"$43,502",90.6%
22045,"Iberia Parish, LA",8.6,7.9,6.8,6.5,6.3,8.1,9.4,7.3,5.8,"$42,909",89.4%
22047,"Iberville Parish, LA",10.0,10.4,9.4,8.3,7.8,7.3,6.8,6.2,6.2,"$47,917",99.8%
22049,"Jackson Parish, LA",7.3,7.4,6.8,6.5,5.9,6.0,5.6,4.5,4.6,"$40,828",85.0%
22051,"Jefferson Parish, LA",7.4,7.2,6.7,6.3,6.0,5.7,5.3,4.5,4.4,"$50,871",105.9%
22053,"Jefferson Davis Parish, LA",7.5,7.2,6.5,6.2,5.9,6.2,6.0,4.9,4.7,"$44,492",92.7%
22055,"Lafayette Parish, LA",6.2,5.9,5.0,4.9,4.9,5.7,6.1,4.9,4.5,"$57,821",120.4%
22057,"Lafourche Parish, LA",6.1,6.1,5.3,4.9,4.8,5.4,6.3,5.2,4.7,"$52,651",109.6%
22059,"La Salle Parish, LA",6.5,5.7,5.1,5.0,5.2,6.9,6.6,4.7,4.4,"$45,742",95.3%
22061,"Lincoln Parish, LA",8.7,9.2,8.6,7.8,7.5,7.0,6.2,5.2,5.2,"$36,525",76.1%
22063,"Livingston Parish, LA",7.5,7.3,6.4,5.8,5.5,5.1,5.1,4.2,4.1,"$63,088",131.4%
22065,"Madison Parish, LA",12.0,12.7,12.1,11.0,11.1,9.3,8.9,8.1,8.3,"$28,452",59.2%
22067,"Morehouse Parish, LA",15.4,14.4,13.0,12.4,11.2,11.0,9.7,8.0,8.2,"$34,023",70.9%
22069,"Natchitoches Parish, LA",9.0,9.2,8.9,8.3,7.8,7.6,6.7,6.0,5.8,"$36,298",75.6%
22071,"Orleans Parish, LA",8.7,8.6,7.9,7.3,6.9,6.5,5.9,5.1,5.0,"$38,855",80.9%
22073,"Ouachita Parish, LA",8.3,8.3,7.7,7.2,7.0,6.6,6.1,5.2,5.2,"$44,371",92.4%
22075,"Plaquemines Parish, LA",6.1,6.3,5.9,5.7,5.7,5.6,5.3,4.6,4.6,"$58,643",122.1%
22077,"Pointe Coupee Parish, LA",8.7,9.1,8.2,7.6,7.0,6.6,6.5,5.6,5.4,"$46,603",97.0%
22079,"Rapides Parish, LA",7.6,7.7,7.0,6.9,6.7,6.5,6.2,5.6,5.3,"$48,116",100.2%
22081,"Red River Parish, LA",8.5,7.7,7.3,7.5,7.2,6.9,6.0,5.2,4.4,"$36,865",76.8%
22083,"Richland Parish, LA",11.0,10.9,9.7,9.6,8.7,8.7,7.4,6.1,6.2,"$35,103",73.1%
22085,"Sabine Parish, LA",7.3,7.1,7.0,6.8,6.5,7.1,6.9,5.5,5.2,"$36,423",75.8%
22087,"St. Bernard Parish, LA",8.3,8.5,8.0,7.4,6.9,6.6,6.1,5.2,5.0,"$43,983",91.6%
22089,"St. Charles Parish, LA",7.4,7.2,6.6,6.3,6.1,5.7,5.3,4.5,4.4,"$67,585",140.7%
22091,"St. Helena Parish, LA",13.1,13.7,12.1,11.3,10.0,9.1,7.6,6.6,6.6,"$38,699",80.6%
22093,"St. James Parish, LA",11.7,12.1,10.1,9.3,8.6,8.5,7.5,6.6,6.2,"$53,903",112.2%
22095,"St. John the Baptist Parish, LA",10.6,10.6,9.3,8.7,8.0,7.5,6.8,6.1,5.7,"$50,830",105.8%
22097,"St. Landry Parish, LA",9.6,9.4,8.3,7.8,7.6,8.0,8.1,6.7,6.2,"$36,624",76.3%
22099,"St. Martin Parish, LA",8.0,7.4,6.2,5.9,5.7,6.9,7.7,6.1,5.2,"$46,229",96.3%
22101,"St. Mary Parish, LA",9.4,8.9,7.5,6.6,6.3,7.6,9.4,7.9,6.6,"$39,764",82.8%
22103,"St. Tammany Parish, LA",6.3,6.3,5.9,5.7,5.7,5.4,5.0,4.3,4.2,"$67,054",139.6%
22105,"Tangipahoa Parish, LA",9.7,9.6,8.5,8.0,7.6,7.2,6.7,5.7,5.5,"$47,128",98.1%
22107,"Tensas Parish, LA",13.8,12.9,10.8,9.4,9.4,9.8,9.8,8.5,7.7,"$28,962",60.3%
22109,"Terrebonne Parish, LA",6.5,6.2,5.3,5.0,4.8,6.0,7.0,5.7,5.0,"$51,665",107.6%
22111,"Union Parish, LA",10.4,9.4,8.3,7.8,7.5,7.2,6.5,5.5,5.7,"$43,584",90.8%
22113,"Vermilion Parish, LA",7.3,6.6,5.7,5.6,5.6,6.9,7.6,6.0,5.3,"$48,263",100.5%
22115,"Vernon Parish, LA",8.6,9.0,8.3,8.8,8.5,7.8,7.2,6.5,6.6,"$47,664",99.3%
22117,"Washington Parish, LA",9.6,9.5,8.8,8.4,7.9,7.6,7.0,5.8,5.7,"$36,850",76.7%
22119,"Webster Parish, LA",10.4,10.1,9.6,9.6,8.7,8.8,8.5,6.8,6.1,"$35,070",73.0%
22121,"West Baton Rouge Parish, LA",7.9,7.8,6.9,6.1,5.8,5.6,5.3,4.6,4.4,"$58,205",121.2%
22123,"West Carroll Parish, LA",16.3,15.9,13.6,12.7,13.0,13.4,11.9,9.8,9.2,"$39,332",81.9%
22125,"West Feliciana Parish, LA",6.7,6.6,6.1,5.9,5.7,5.3,5.2,4.2,4.0,"$60,296",125.6%
22127,"Winn Parish, LA",9.3,9.4,8.5,8.2,7.5,8.5,7.7,6.4,6.3,"$40,133",83.6%
,,,,,,,,,,,,
"Sources: Bureau of Labor Statistics, Local Area Unemployment Statistics (LAUS) data.

Census Bureau, Small Area Income and Poverty Estimates (SAIPE) Program



",,,,,,,,,,,,
